Pos Model Codename "L2 Cache + L3 Cache" "TDP Watt" "MHz - Turbo" "Cores / Threads" "Perf. Rating" "Cinebench R15 CPU Single 64Bit" "Cinebench R15 CPU Multi 64Bit" "Cinebench R23 Single Core" "Cinebench R23 Multi Core" x265 Blender(-) "7-Zip Single" 7-Zip "Geekbench 5.5 Single-Core" "Geekbench 5.5 Multi-Core" "WebXPRT 3"
Pos Model Codename "L2 Cache + L3 Cache" "TDP Watt" "MHz - Turbo" "Cores / Threads" "Perf. Rating" "Cinebench R15 CPU Single 64Bit" "Cinebench R15 CPU Multi 64Bit" "Cinebench R23 Single Core" "Cinebench R23 Multi Core" x265 Blender(-) "7-Zip Single" 7-Zip "Geekbench 5.5 Single-Core" "Geekbench 5.5 Multi-Core" "WebXPRT 3"
113 "Intel Core i9-11900H" "Tiger Lake-H" 10MB + 24MB 45 2500 ‑ 4900 8/16 48.4 241n5 2148n5 1580.5n4 12143.5n4 15n5 243n5 5795n5 53205n5 1632n5 9628n5 273n5
114* "Intel Core i5-12600HX" "Alder Lake-HX" 10MB + 18MB 55 1800 ‑ 4600 12/16            
115 "AMD Ryzen 9 5900HX" "Cezanne-H (Zen 3)" 4MB + 16MB 45 3300 ‑ 4600 8/16 47.9 240n25 2106n28 1488n28 12845n29 15.55n28 243n28 5750n28 58664n28 1538.5n26 8462n26 279n27
116 "Intel Core i7-11700" "Rocket Lake" 4MB + 16MB 65 2500 ‑ 4900 8/16 46.6 233 1767 1529 10287 12.6 295 5810 44752 1681 9760 256
117* "Intel Core i5-12600H" "Alder Lake-H" 10MB + 18MB 45 2000 ‑ 4500 12/16            
118 "AMD Ryzen Threadripper 1950X" ZEN 8MB + 32MB 180 3400 ‑ 4200 16/32 ~43.255% 159 2997   16.9 163   1029 11237 
119* "Intel Core i5-13600H" "Raptor Lake-H" 10MB + 18MB 45 2100 ‑ 4800 12/16            
120* "Intel Core i5-13505H" "Raptor Lake-H" 10MB + 18MB 45 1900 ‑ 4700 12/16            
121* "Intel Core i5-13500H" "Raptor Lake-H" 10MB + 18MB 45 1900 ‑ 4700 12/16 50.3 252n4 2317.5n4 1779n4 14085.5n4 15.8n5 238n5 5653n5 52630n5 1743n5 11099n5 273n6
122 "Intel Core i5-12500H" "Alder Lake-H" 10MB + 18MB 45 1800 ‑ 4500 12/16 48.5 242.5n8 2112n9 1685.5n8 13461n8 15.3n8 238n8 5377n8 51984.5n8 1636.5n8 10272n8 272n7
Pos Model Codename "L2 Cache + L3 Cache" "TDP Watt" "MHz - Turbo" "Cores / Threads" "Perf. Rating" "Cinebench R15 CPU Single 64Bit" "Cinebench R15 CPU Multi 64Bit" "Cinebench R23 Single Core" "Cinebench R23 Multi Core" x265 Blender(-) "7-Zip Single" 7-Zip "Geekbench 5.5 Single-Core" "Geekbench 5.5 Multi-Core" "WebXPRT 3"
123 "AMD Ryzen 9 5980HS" "Cezanne-HS (Zen 3)" 4MB + 16MB 35 3000 ‑ 4800 8/16 47.9 243 2083 1529 12629 15.2 245.6 5623 57319 1537 8620 279
124 "Intel Core i7-1360P" "Raptor Lake-P" 10MB + 18MB 28 1600 ‑ 5000 12/16 49.6 258n14 1860n14 1809n14 10688.5n14 11.3n14 324n15 5742.5n14 43043.5n14 1824n15 9967n15 303n12
125 "Intel Core i7-1280P" "Alder Lake-P" 11.5MB + 24MB 28 1300 ‑ 4800 14/20 48.6 238n7 2112n7 1651n7 11666n8 12.9n5 285n7 5540n7 49572n7 1746n7 11191n7 286n7
126 "Intel Core i9-11950H" "Tiger Lake-H" 10MB + 24MB 45 2600 ‑ 5000 8/16 47.7 242.5n4 1954n5 1591n4 12206.5n4 14.2n4 254n3 5773n3 50060n3 1631n3 7969n3 272.5n4
127 "Intel Xeon W-11955M" "Tiger Lake-H" 10MB + 24MB 45 2600 ‑ 5000 8/16 45.9 230 1846 1480 10862 13.4 276 5222 47264 1586.5n2 9057.5n2 271
128 "AMD Ryzen 7 7735HS" "Rembrandt-HS Refresh" 4MB + 16MB 35 3200 ‑ 4750 8/16 49.3 248n10 2274n11 1546n9 13750n9 17n9 229n9 5786n9 60612n9 1555n9 9436n9 290n11
129 "AMD Ryzen 7 7735H" "Rembrandt-H Refresh" 4MB + 16MB 35 3200 ‑ 4750 8/16 47.6 246 1825 1536 10920 14.1 283n2 5621 52518 1564n2 8582n2 293
130* "AMD Ryzen 7 PRO 6850HS" "Rembrandt-HS (Zen 3+)" 4MB + 16MB 35 3200 ‑ 4700 8/16            
131 "AMD Ryzen 7 6800HS" "Rembrandt-HS (Zen 3+)" 4MB + 16MB 35 3200 ‑ 4700 8/16 47 234 1987 1455 11992 15.1 258 5495 56170 1492 9298 280
132 "AMD Ryzen 9 5900HS" "Cezanne-HS (Zen 3)" 4MB + 16MB 35 3000 ‑ 4600 8/16 47.1 236.5n4 2041n5 1475.5n4 12745.5n4 14.55n4 241n4 5653n4 57286n4 1497n3 7867n3 275.5n4
133 "AMD Ryzen 7 3800XT" "Matisse (Zen 2)" 4MB + 32MB 105 3900 ‑ 4700 8/16 ~4882% 219 2230   16.1 222.7 5516 59247 1353 8948 249
134 "AMD Ryzen 7 3700X" "Matisse (Zen 2)" 4MB + 32MB 65 3600 ‑ 4400 8/16 ~4673% 204 2092   15.4 181.4 5333 57307 1304 8960 
135 "Intel Core i9-9900KS" "Coffee Lake-R" 2MB + 16MB 127 4000 ‑ 5000 8/16 ~47.573% 216n2 2058n2   16.26n2 224.55n2 5734n2 55735n2 1372 9100 
136 "Intel Core i7-10700K" "Comet Lake" 2MB + 16MB 125 3800 ‑ 5100 8/16 ~47.382% 208 2027   16.3 217.4 5647 54050 1373.5n2 8925n2 245
137* "AMD Ryzen 5 7645HX" "Dragon Range (Zen4)" 6MB + 32MB 55 4000 ‑ 5000 6/12 55.7 289 2276 1809 13985 18.6 224 7124 60373 1971 10145 331
138* "AMD Ryzen 5 8645HS" "Hawk Point-HS (Zen 4)" 6MB + 16MB 45 4300 ‑ 5000 6/12            
139* "AMD Ryzen 5 8640HS" "Hawk Point-HS (Zen 4)" 6MB + 16MB 28 3500 ‑ 4900 6/12            
140* "Intel Core Ultra 7 165U" "Meteor Lake" + 12MB 15 3800 ‑ 4900 12/14            
141* "AMD Ryzen Z1 Extreme" "Phoenix (Zen 4)" 8MB + 16MB 30 3300 ‑ 5100 8/16 54.3 274n2 2223.5n2 1756n2 13982n2 17.35n2 213 6316 59811.5n2 1898n3 9803n3 366n2
142 "AMD Ryzen 5 7640HS" "Phoenix-HS (Zen 4)" 6MB + 16MB 45 4300 ‑ 5000 6/12 52.8 271 2079 1715 13029 16.7 245 6465 54954 1941 9355 316
Pos Model Codename "L2 Cache + L3 Cache" "TDP Watt" "MHz - Turbo" "Cores / Threads" "Perf. Rating" "Cinebench R15 CPU Single 64Bit" "Cinebench R15 CPU Multi 64Bit" "Cinebench R23 Single Core" "Cinebench R23 Multi Core" x265 Blender(-) "7-Zip Single" 7-Zip "Geekbench 5.5 Single-Core" "Geekbench 5.5 Multi-Core" "WebXPRT 3"
143* "AMD Ryzen 5 PRO 7640HS" "Phoenix (Zen4)" 6MB + 16MB 54 4300 ‑ 5000 6/12 48.4 249 1863 1581 11507 14.7 270 5892 51096 1748 8863 262n2
144* "AMD Ryzen 7 PRO 7840U" "Phoenix (Zen 4)" 8MB + 16MB 28 3300 ‑ 5100 8/16 52.2 273 2014 1747 12929 15.9 248 5988 57056 1881 9663 317
145* "AMD Ryzen 7 8840U" "Hawk Point-U (Zen 4)" 8MB + 16MB 28 3300 ‑ 5100 8/16            
146 "AMD Ryzen 7 7840U" "Phoenix-U (Zen 4)" 8MB + 16MB 28 3300 ‑ 5100 8/16 50.3 264n7 1932n9 1647n7 11829n7 15n7 266n7 6041n7 53700n7 1775n7 9516n7 293n7
147* "Intel Core Ultra 7 155U" "Meteor Lake" + 12MB 15 3800 ‑ 4800 12/14            
148* "Intel Core Ultra 7 164U" "Meteor Lake" + 12MB 9 3800 ‑ 4900 12/14            
149 "Intel Core i7-11850H" "Tiger Lake-H" 10MB + 24MB 45 2500 ‑ 4800 8/16 47.1 232.5n2 1767.5n2 1532.5n2 10857n2 13.5n2 285n2 5744.5n2 47721n2 1672.5n2 9250n2 274.5n2
150 "Intel Core i9-9900K" "Coffee Lake-R" 2MB + 16MB 95 3600 ‑ 5000 8/16 ~43.291% 212n9 1979n9 1280 12397 15.8n3 223.8n3 5410.5n2 48207n2 1300 8845 
151 "AMD Ryzen 5 5600X" "Vermeer (Zen 3)" 3MB + 32MB 65 3700 ‑ 4600 6/12 49.8 254 1968 1541 11838 15.7 260.2 6594 56607 1657 8980 286
152 "Intel Core i5-11600K" "Rocket Lake" 3MB + 12MB 125 3900 ‑ 4900 6/12 47.7 238n2 1744n2 1529.5n2 11217.5n2 14.35n2 267.25n2 6061.5n2 44971n2 1723n2 8429.5n2 271.5n2
153* "Intel Core i7-1365U" "Raptor Lake-U" 9.5MB + 12MB 15 1300 ‑ 5200 10/12 49.3 265.5n4 1466.5n4 1887n4 8946n4 9.8n4 383n3 5850.5n4 39727n4 1878.5n4 8605.5n4 300n4
154 "Intel Core i7-11800H" "Tiger Lake-H" 10MB + 24MB 45 2300 ‑ 4600 8/16 46.3 227n45 1936n49 1508n44 12197n47 13.9n45 261n45 5509n45 49080n45 1572n39 8905n39 262n39
155* "Intel Core i7-1355U" "Raptor Lake-U" 9.5MB + 12MB 15 1200 ‑ 5000 10/12 47.3 255.5n16 1393n16 1825n16 8286n16 9.29n16 424.5n16 5569.5n16 35321.5n16 1783n16 8058n16 284.5n16
156* "AMD Ryzen 7 7735U" "Rembrandt-U Refresh" 4MB + 16MB 28 2700 ‑ 4750 8/16 45.2 234 1698 1490 10085 12.5 308 5579 48972 1522 8203 240
157 "AMD Ryzen 7 PRO 6860Z" "Rembrandt U (Zen 3+)" 4MB + 16MB 28 2700 ‑ 4750 8/16 46.1 233 1992 1468 11822 14.7 274 5289 52568 1452 8734 270
158 "Apple M1 Pro 8-Core"  28MB + 16MB  2060 ‑ 3220 8/8 ~44.264% 210 1320 1531 9581     1769 9942 343
159 "AMD Ryzen 7 5800H" "Cezanne-H (Zen 3)" 4MB + 16MB 45 3200 ‑ 4400 8/16 45.9 229n28 2005n27 1416n28 12091.5n28 14.75n28 255.5n28 5499.5n28 54052n27 1462n27 7641n27 269n24
160* "AMD Ryzen 7 7736U" "Rembrandt R" 4MB + 16MB 28 2700 ‑ 4700 8/16 47.4 246 2019 1548 12768 15.7 246 5466 56824 1511 9218 254
161* "Intel Core Ultra 5 135U" "Meteor Lake" + 12MB 15 3600 ‑ 4400 12/14            
162 "AMD Ryzen 7 PRO 6850U" "Rembrandt-U PRO (Zen 3+)" 4MB + 16MB 28 2700 ‑ 4700 8/16 45.1 237.5n6 1726n6 1497n6 10039.5n6 13n6 300n6 5339.5n6 48175.5n6 1496.5n6 7924n6 243n6
Pos Model Codename "L2 Cache + L3 Cache" "TDP Watt" "MHz - Turbo" "Cores / Threads" "Perf. Rating" "Cinebench R15 CPU Single 64Bit" "Cinebench R15 CPU Multi 64Bit" "Cinebench R23 Single Core" "Cinebench R23 Multi Core" x265 Blender(-) "7-Zip Single" 7-Zip "Geekbench 5.5 Single-Core" "Geekbench 5.5 Multi-Core" "WebXPRT 3"
163* "AMD Ryzen 5 PRO 6650H" "Rembrandt-H PRO (Zen 3+)" 3MB + 16MB 45 3300 ‑ 4500 6/12            
164 "AMD Ryzen 5 6600H" "Rembrandt-H (Zen 3+)" 3MB + 16MB 45 3300 ‑ 4500 6/12 44.5 233.5n2 1683n2 1458n2 10471.5n2 12.85n2 298.5n2 5509.5n2 43861n2 1460n2 7066n2 246.5n2
166* "AMD Ryzen 5 PRO 6650HS" "Rembrandt-HS (Zen 3+)" 3MB + 16MB 35 3300 ‑ 4500 6/12            
167* "AMD Ryzen Z1" "Phoenix (Zen4)" 6MB + 16MB 30 3200 ‑ 4900 6/12 ~45.418%         1827 7674 
168* "AMD Ryzen 5 PRO 7640U" "Phoenix (Zen4)" 6MB + 16MB 15 3500 ‑ 4900 6/12            
169* "Intel Core Ultra 5 125U" "Meteor Lake" + 12MB 15 3600 ‑ 4300 12/14            
170* "Intel Core Ultra 5 134U" "Meteor Lake" + 12MB 9 3600 ‑ 4400 12/14            
171* "AMD Ryzen 5 8640U" "Hawk Point-U (Zen 4)" 6MB + 16MB 28 3500 ‑ 4900 6/12            
172* "AMD Ryzen 5 7640U" "Phoenix-U (Zen 4)" 6MB + 16MB 28 3500 ‑ 4900 6/12            
173* "AMD Ryzen 5 PRO 7540U" "Phoenix (Zen4)" 6MB + 16MB 15 3200 ‑ 4900 6/12            
174* "AMD Ryzen 5 8540U" "Hawk Point-U (Zen 4 + Zen 4c)" 6MB + 16MB 28 3200 ‑ 4900 6/12            
175* "AMD Ryzen 5 7545U" "Phoenix (Zen4)" 6MB + 16MB 28 3200 ‑ 4900 6/12            
176* "AMD Ryzen 5 7540U" "Phoenix (Zen4)" 6MB + 16MB 28 3200 ‑ 4900 6/12            
177 "AMD Ryzen 5 7535HS" "Rembrandt R" 3MB + 16MB 35 3300 ‑ 4550 6/12 45.6 241 1757 1488 10900 14.2 286 5670 48646 1502 7852 235
178 "AMD Ryzen 5 6600HS" "Rembrandt-HS (Zen 3+)" 3MB + 16MB 35 3300 ‑ 4500 6/12 44.1 235 1656 1465 9131 12 328 5318 44476 1493 7195 234
179 "Intel Core i7-10700" "Comet Lake" 2MB + 16MB 65 2900 ‑ 4800 8/16 41.4 196 1455 1234 8532 11.6 315.4 5293 43007 1299 8173 244
180 "AMD Ryzen 9 4900H" "Renoir-H (Zen 2)" 4MB + 8MB 45 3300 ‑ 4400 8/16 41.4 193n2 1926.5n2 1294n2 11604n2 12.9 247.3 4727 48976 1231.5n2 8012n2 227
181 "Intel Core i9-10980HK" "Comet Lake-H" 2MB + 16MB 45 2400 ‑ 5300 8/16 43 206n15 1737n15 1287n4 10590.5n4 13n13 279n13 5437n13 47455n13 1347.5n12 8155.5n12 243n12
182* "AMD Ryzen 7 5800HS" "Cezanne-HS (Zen 3)" 4MB + 16MB 35 2800 ‑ 4400 8/16 ~35.818%         1380 7454 
183 "AMD Ryzen 9 4900HS" "Renoir (Zen 2)" 4MB + 8MB 35 3000 ‑ 4300 8/16 ~42.273% 193 1863   12.19 297 4634 48577 1218 7675 
Pos Model Codename "L2 Cache + L3 Cache" "TDP Watt" "MHz - Turbo" "Cores / Threads" "Perf. Rating" "Cinebench R15 CPU Single 64Bit" "Cinebench R15 CPU Multi 64Bit" "Cinebench R23 Single Core" "Cinebench R23 Multi Core" x265 Blender(-) "7-Zip Single" 7-Zip "Geekbench 5.5 Single-Core" "Geekbench 5.5 Multi-Core" "WebXPRT 3"
184* "Intel Core i7-11600H" "Tiger Lake H45" 7.5MB + 18MB 45 2900 ‑ 4600 6/12 ~35.318%         1401 6375 
185 "Intel Xeon W-10885M" "Comet Lake-H" 2MB + 16MB 45 2400 ‑ 5300 8/16 42.5 210n4 1640n4 1300 6893 13.1n3 286n3 5507n3 45696n3 1340n3 8378n3 229n3
186 "Intel Core i9-10885H" "Comet Lake-H" 2MB + 16MB 45 2400 ‑ 5300 8/16 42 211n3 1517n3 1289.5n2 9438n2 11.3n3 302n3 5589n3 41823n3 1317n3 6914n3 234n3
187 "AMD Ryzen 7 6800U" "Rembrandt-U (Zen 3+)" 4MB + 16MB 28 2700 ‑ 4700 8/16 46.1 242n6 1776n7 1506n7 10546n7 13.1n6 304n7 5452.5n6 50614n6 1514n9 7678n9 270n6
188* "AMD Ryzen 7 PRO 5875U" "Cezanne U (Zen 3)" 4MB + 16MB 25 2000 ‑ 4500 8/16            
189 "AMD Ryzen 5 5600G" Cezanne 3MB + 16MB 65 3900 ‑ 4400 6/12 ~44.491% 228 1724 1409 10551 13.9 299.1 5549 48700 1506 8003 
190 "Intel Core i7-1265U" "Alder Lake-U" 9.5MB + 12MB 15 1300 ‑ 4800 10/12 45.7 240n10 1344.5n10 1679.5n10 8225n10 9.24n10 423.5n10 5285.5n10 34399n10 1739.5n10 8127n10 279.5n10
191 "Intel Core i7-1270P" "Alder Lake-P" 10MB + 18MB 28 1600 ‑ 4800 12/16 45.7 229.5n2 1739n2 1620n2 9718n2 10.43n2 373.5n2 5279n2 38274n2 1644n2 8660n2 285n2
192 "Intel Core i7-1260P" "Alder Lake-P" 10MB + 18MB 28 1500 ‑ 4700 12/16 47.3 243n25 1626n27 1737.5n24 9711n26 11.5n25 328n25 5373n24 41260.5n24 1719n24 9298n24 283n24
193 "AMD Ryzen 7 7730U" "Barcelo-U Refresh" 4MB + 16MB 15 2000 ‑ 4500 8/16 45.1 231n6 1830n6 1454.5n6 10801.5n6 12.7n6 296n5 5356n6 49424.5n6 1479.5n6 7573n6 263n6
194 "AMD Ryzen 7 PRO 7730U" "Barcelo-U Refresh" 4MB + 16MB 15 2000 ‑ 4500 8/16 44 229 1756 1441 10095 12.05n2 301.5n2 5269n2 45924n2 1437.5n2 6559.5n2 254
195 "AMD Ryzen 7 5825U" "Barcelo-U (Zen 3)" 4MB + 16MB 15 2000 ‑ 4500 8/16 44.9 231.5n4 1778n4 1447n4 10273.5n4 12.65n4 302.5n4 5436.5n4 47588.5n4 1468n3 6782n3 266.5n4
196 "AMD Ryzen 7 5825C" "Barcelo (Zen 3)" 4MB + 16MB 25 2000 ‑ 4500 8/16            
197 "AMD Ryzen 5 5600H" "Cezanne-H (Zen 3)" 3MB + 16MB 45 3300 ‑ 4200 6/12 43.8 223n13 1573n15 1369n12 9631.5n12 12.4n13 319n13 5369n13 44613n13 1428n13 6567n13 267n14
198 "AMD Ryzen 7 5800U" "Cezanne-U (Zen 3)" 4MB + 16MB 25 1900 ‑ 4400 8/16 43.3 229n4 1613n5 1427n5 8154n5 10.3n4 351.85n4 5362.5n4 42603.5n4 1428.5n4 6722.5n4 249n3
199 "AMD Ryzen 7 PRO 5850U" "Cezanne-U PRO (Zen 3)" 4MB + 16MB 15 1900 ‑ 4400 8/16 43.5 227n3 1467n3 1405n3 8716n3 11.3n3 345n3 5231n3 44266n3 1436n3 6889n3 260n4
200 "AMD Ryzen 7 4800H" "Renoir-H (Zen 2)" 4MB + 8MB 45 2900 ‑ 4200 8/16 40.7 188n15 1854n21 1253.5n4 11135.5n4 12.8n16 262n15 4686n15 50075n15 1191n17 7955n17 218.5n12
202 "Intel Core i7-10875H" "Comet Lake-H" 2MB + 16MB 45 2300 ‑ 5100 8/16 41.7 202n37 1594.5n38 1241.5n6 8889.5n6 12.1n27 322.5n30 5319n31 44947n31 1300n29 7799n29 239n26
203 "Intel Core i9-9980HK" "Coffee Lake-H" 2MB + 16MB 45 2400 ‑ 5000 8/16 ~4482% 201n13 1624n14   11.4n3 348.4n3 5389.5n4 41688n4 1346n2 7568n3 233
204 "Intel Core i7-10870H" "Comet Lake-H" 2MB + 16MB 45 2200 ‑ 5000 8/16 41.4 200n11 1659n14 1226n12 9892.5n12 12.45n12 292n12 5295.5n12 44975.5n12 1282.5n12 7735.5n12 225n11
Pos Model Codename "L2 Cache + L3 Cache" "TDP Watt" "MHz - Turbo" "Cores / Threads" "Perf. Rating" "Cinebench R15 CPU Single 64Bit" "Cinebench R15 CPU Multi 64Bit" "Cinebench R23 Single Core" "Cinebench R23 Multi Core" x265 Blender(-) "7-Zip Single" 7-Zip "Geekbench 5.5 Single-Core" "Geekbench 5.5 Multi-Core" "WebXPRT 3"
205 "Intel Core i7-9700K" "Coffee Lake-R" 2MB + 12MB 95 3600 ‑ 4900 8/8 ~43.355% 205.5n2 1449n2   13 307   1300 7440 
206* "Intel Core i5-13420H" "Raptor Lake-H" 8MB + 12MB 45 1500 ‑ 4600 8/12            
207* "Intel Core i5-12450HX" "Alder Lake-HX" 8MB + 12MB 55 1800 ‑ 4400 8/12            
208* "Intel Core i5-12450H" "Alder Lake-H" 8MB + 12MB 45 1500 ‑ 4400 8/12 45.1 238n4 1266n4 1665n4 8320n4 9.94n4 403n5 5278n5 33549n5 1639n5 7200n5 285n4
209 "Intel Core i5-12400F" "Alder Lake-S" 7.5MB + 17.9MB 65 2500 ‑ 4400 6/12 48.3 244 1759 1680 12380 15.2 269 5476 45043 1742 9517 272
210 "Intel Core i5-11400F" "Rocket Lake" 3MB + 12MB 65 2600 ‑ 4400 6/12 44 210 1574 1339 10235 13.5 290.2 5466 41522 1575 7681 255
211 "Apple M3"  4MB  2748 ‑ 4056 8/8 ~60.673% 271 1499 1904 10454  474   2342 10774 423
212* "Intel Core i5-1350P" "Raptor Lake-P" 10MB + 18MB 28 1400 ‑ 4700 12/16            
213 "Intel Core i5-10600K" "Comet Lake" 1.5MB + 12MB 125 4100 ‑ 4800 6/12 42 205 1452 1385 10475 12.2 302.4 5289 40379 1286 7248 239
214 "AMD Ryzen 7 4800HS" "Renoir-HS (Zen 2)" 4MB + 8MB 35 2900 ‑ 4200 8/16 ~4282% 186.5n2 1700.5n2   12 284 4655 48392 1190.5n2 7611n2 214
215 "Intel Core i9-9880H" "Coffee Lake-H" 2MB + 16MB 45 2300 ‑ 4800 8/16 38.7 190n11 1508n11 1174n2 8747n3 11.1n3 334.5n4 4924n3 42138n3 1176n2 7231n2 184
216 "Intel Core i7-8086K" "Coffee Lake-S" 1.5MB + 12MB 95 3700 ‑ 5000 6/12 40.2 206n3 1349n3 1260 8686 11.3n2 316n3 5416.5n2 36059.5n2 1240 5485 217n2
217 "Intel Core i7-8700K" "Coffee Lake-S" 1.5MB + 12MB 95 3700 ‑ 4700 6/12 ~40.955% 192n5 1362n5   10.8 332.75n2   1210 6310 
218* "Intel Xeon W-11855M" "Tiger Lake-H" 7.5MB + 18MB 45 3200 ‑ 4900 6/12 ~39.618%         1573 7191 
219* "Intel Core i5-11500H" "Tiger Lake H45" 7.5MB + 12MB 45 2900 ‑ 4600 6/12 ~38.118%         1507 6987 
220 "AMD Ryzen 7 2700X" Zen+ 4MB + 16MB 105 3700 ‑ 4300 8/16 ~43.864% 175.7n3 1762n3    266.8n2 4647 45814 1177n2 7021.5n2 
221 "Intel Core i5-10400F" "Comet Lake" 1.5MB + 12MB 65 2900 ‑ 4300 6/12 ~4182% 180 1332   11.2 332.4 5064 36731 1220n2 6365n2 215
222 "Intel Core i5-11400H" "Tiger Lake-H" 7.5MB + 12MB 45 2700 ‑ 4500 6/12 42.2 218n6 1277n7 1460.5n6 8451n7 9.63n6 396n6 5116n6 33444n6 1500n7 6006n7 250n6
223 "AMD Ryzen 7 4980U" "Renoir-U (Zen 2)" 4MB + 8MB 15 2000 ‑ 4400 8/16 38.4 182 1658 1260 9164 9.82 342 4320 42368 1133 7156 210
225 "AMD Ryzen 7 5700U" "Lucienne-U (Zen 2)" 4MB + 8MB 25 1800 ‑ 4300 8/16 38.9 188n15 1483.5n16 1258n16 8779n16 10.1n16 331.5n16 4568n16 41598n16 1186n15 6264n15 215.5n12
Pos Model Codename "L2 Cache + L3 Cache" "TDP Watt" "MHz - Turbo" "Cores / Threads" "Perf. Rating" "Cinebench R15 CPU Single 64Bit" "Cinebench R15 CPU Multi 64Bit" "Cinebench R23 Single Core" "Cinebench R23 Multi Core" x265 Blender(-) "7-Zip Single" 7-Zip "Geekbench 5.5 Single-Core" "Geekbench 5.5 Multi-Core" "WebXPRT 3"
226 "Intel Xeon E-2176G" "Coffee Lake-ER" 1.5MB + 12MB 80 3700 ‑ 4700 6/12 ~41.273% 200 1324   9.92 352 5157 37522 1225 6271 
227 "Intel Core i7-9700" "Coffee Lake-R" 2MB + 12MB 65 3000 ‑ 4700 8/8 ~42.482% 199 1254   10.5 388.7 5186 33539 1312 7060 232
228 "Intel Core i9-8950HK" "Coffee Lake-H" 1.5MB + 12MB 45 2900 ‑ 4800 6/12 ~42.264% 195n14 1223.5n14   8.84 410.8 5080  1097 5205 
229 "Intel Xeon E-2186M" "Coffee Lake-H" 1.5MB + 12MB 45 2900 ‑ 4800 6/12 ~2327%  1098       1248 5239 
230 "Intel Xeon E-2276M" "Coffee Lake-H" 1.5MB + 12MB 45 2800 ‑ 4700 6/12 ~41.782% 195n2 1242.5n2   9.68 384 5214 33994 1303 6595 220
231 "Intel Xeon W-2145" Skylake-W 8MB + 11MB 140 3700 ‑ 4500 8/16 ~32.736% 177 1682n2       1192 9146 
232 "Intel Core i7-10850H" "Comet Lake-H" 1.5MB + 12MB 45 2700 ‑ 5100 6/12 ~40.873% 203 1232   8.37 425 5241 30988 1305 5753 
233 "Intel Xeon W-10855M" "Comet Lake-H" 1.5MB + 12MB 45 2800 ‑ 5100 6/12 ~32.918%         1296 6231 
234 "Intel Core i7-10750H" "Comet Lake-H" 1.5MB + 12MB 45 2600 ‑ 5000 6/12 39.5 197n45 1303.5n50 1217n16 7463.5n16 9.89n43 371n43 5120n43 35346n43 1270n43 6308n43 225n39
235 "AMD Ryzen 7 4800U" "Renoir-U (Zen 2)" 4MB + 8MB 15 1800 ‑ 4200 8/16 38.1 183n3 1411n3 1235n3 8376n3 10.4n3 340n3 4436n3 40117n3 1156.5n4 6136.5n4 208n3
236 "Intel Core i7-8700" "Coffee Lake-S" 1.5MB + 12MB 65 3200 ‑ 4600 6/12 ~4055% 192n3 1199n3   9.53 388.2   1170 6250 
237 "Intel Core i5-10500H" "Comet Lake-H" + 12MB 45 2500 ‑ 4500 6/12 38.2 186.25n2 1249n2 1159.5n2 7103.5n2 9.52n2 385.5n2 4885.5n2 33445n2 1205.5n4 6332n4 223.5n2
238 "Intel Core i5-9600K" "Coffee Lake-R" 1.5MB + 9MB 95 3700 ‑ 4600 6/6 ~39.655% 193 1094   8.02 444.4   1217 5855 
239* "AMD Ryzen 5 5600HS" "Cezanne-HS (Zen 3)" 3MB + 16MB 35 3000 ‑ 4200 6/12            
240 "AMD Ryzen 5 4600H" "Renoir-H (Zen 2)" 3MB + 8MB 45 3000 ‑ 4000 6/12 37.1 176n9 1425n10 1142.5n4 8072n4 9.8n5 352n6 4397n6 37642.5n6 1117n7 6080n7 207n4
241 "Intel Core i7-9850H" "Coffee Lake-H" 1.5MB + 12MB 45 2600 ‑ 4600 6/12 ~39.473% 193n3 1230n3   9n3 415n3 5086n3 31087n3 1150 5270 
242 "Intel Core i7-9750H" "Coffee Lake-H" + 12MB 45 2600 ‑ 4500 6/12 ~39.882% 185.5n82 1188n85   8.83n21 435.2n21 4865n21 33303n21 1204n13 5813n13 208.5n10
243 "Intel Core i9-9900T" "Coffee Lake-R" 2MB + 16MB 35 2100 ‑ 4400 8/16 ~3982% 185 1112   5.5 422 4894 35084 1206 5888 197
244 "AMD Ryzen 7 2700" Zen+ 4MB + 16MB 65 3200 ‑ 4100 8/16 ~37.855% 161 1551   9.51 308.3   1000 6560 
245 "AMD Ryzen 7 1800X" Zen 4MB + 16MB 95 3600 ‑ 4000 8/16 35.2 160.8n4 1618n4 939 8891 9.76n2 294.75n2 4062n2 40776n2 1023n3 6545n3 186.5n2
Pos Model Codename "L2 Cache + L3 Cache" "TDP Watt" "MHz - Turbo" "Cores / Threads" "Perf. Rating" "Cinebench R15 CPU Single 64Bit" "Cinebench R15 CPU Multi 64Bit" "Cinebench R23 Single Core" "Cinebench R23 Multi Core" x265 Blender(-) "7-Zip Single" 7-Zip "Geekbench 5.5 Single-Core" "Geekbench 5.5 Multi-Core" "WebXPRT 3"
246 "AMD Ryzen 7 1700X" Zen 4MB + 16MB 95 3400 ‑ 3800 8/16 ~35.973% 154n3 1537n3   8.88 327.1 3746 39624 932 6275 
247* "Intel Core i5-11260H" "Tiger Lake-H" 7.5MB + 12MB 45 2600 ‑ 4400 6/12 ~26.727%    8990     1428 6358 
