Pos Model Codename "L2 Cache + L3 Cache" "TDP Watt" "MHz - Turbo" "Cores / Threads" "Perf. Rating" "Cinebench R15 CPU Single 64Bit" "Cinebench R15 CPU Multi 64Bit" "Cinebench R23 Single Core" "Cinebench R23 Multi Core" x265 Blender(-) "7-Zip Single" 7-Zip "Geekbench 5.5 Single-Core" "Geekbench 5.5 Multi-Core" "WebXPRT 3"
Pos Model Codename "L2 Cache + L3 Cache" "TDP Watt" "MHz - Turbo" "Cores / Threads" "Perf. Rating" "Cinebench R15 CPU Single 64Bit" "Cinebench R15 CPU Multi 64Bit" "Cinebench R23 Single Core" "Cinebench R23 Multi Core" x265 Blender(-) "7-Zip Single" 7-Zip "Geekbench 5.5 Single-Core" "Geekbench 5.5 Multi-Core" "WebXPRT 3"
249 "Apple M2"  20MB + 8MB 20 2424 ‑ 3480 8/8 ~52.773% 223n5 1215n5 1585n5 8667n5  597n5   1917n7 8961n7 377n7
251 "AMD Ryzen 5 4600HS" "Renoir-HS (Zen 2)" 3MB + 8MB 35 3000 ‑ 4000 6/12 ~28.918%         1100 6345 
252 "Intel Xeon E-2176M" "Coffee Lake-H" 1.5MB + 12MB 45 2700 ‑ 4400 6/12 ~43.736% 187n3 1095n3   8.72 509.9n2     
253 "Intel Core i7-11390H" "Tiger Lake-H35" 5MB + 12MB 35 3400 ‑ 5000 4/8 43.2 232n3 953n3 1602n3 5917n3 7.61n3 513n3 5682n3 25876n3 1615.5n4 5235.5n4 266.5n2
254 "Intel Core i7-11375H" "Tiger Lake-H35" 5MB + 12MB 35 3300 ‑ 5000 4/8 43.2 230 929 1578 6663 8.54 473 5565 28441 1648 6098 249
255 "AMD Ryzen 7 PRO 4750U" "Renoir-U PRO (Zen 2)" 4MB + 8MB 15 1700 ‑ 4100 8/16 37.7 181n5 1410n5 1215n3 8359n3 9.54n5 352n5 4438n5 39649n5 1149n5 6153n5 205n5
256 "Apple M1"  16MB + 8MB  2064 ‑ 3220 8/8 ~46.791% 208n3 1072n4 1514.5n6 7800.5n6  561n2 5441 34614 1730n9 7578n9 280.5n8
257 "Intel Core i7-1195G7" "Tiger Lake-UP3" 5MB + 12MB 28 2900 ‑ 5000 4/8 41.2 222n8 940n9 1455n9 5337n9 6.64n9 597.5n10 5386n9 24669n9 1536n7 4734n7 261n9
258 "Intel Core i7-11370H" "Tiger Lake-H35" 5MB + 12MB 35 3300 ‑ 4800 4/8 42.1 229n15 960n17 1507n11 5712.5n12 7.7n11 491n11 5307n11 26791n11 1556.5n10 5388n10 263n11
259 "Intel Core i5-1250P" "Alder Lake-P" 10MB + 12MB 28 1200 ‑ 4400 12/16 40.1 201 1528 1521 7282 6.77 511 3532 24625 1622 7672 254
260* "Intel Core i5-1340P" "Raptor Lake-P" 9MB + 12MB 28 1400 ‑ 4600 12/16 46.9 240.5n2 1756n2 1710n2 10920.5n2 12.4n2 299.5n2 5317n2 44767n3 1721.5n2 10020.5n2 241.5n2
261 "Intel Core i5-1240P" "Alder Lake-P" 10MB + 12MB 28 1200 ‑ 4400 12/16 43.5 225n16 1592n17 1607.5n14 8195.5n16 9.3n14 413.5n14 4738n14 33826n14 1588n13 7848n13 261n13
262* "Intel Core i5-1345U" "Raptor Lake-U" 9.5MB + 12MB 15 1200 ‑ 4700 10/12 45.3 240n3 1311n3 1724n3 7724n3 8.78n3 415n3 5296n3 34915n3 1653n3 7738n3 277.5n2
263 "Intel Core i7-1255U" "Alder Lake-U" 9.5MB + 12MB 15 1200 ‑ 4700 10/12 45.3 238.5n10 1400n9 1656n9 8332n9 9.72n9 383n9 5256n9 36825n9 1650.5n10 7989.5n10 275n10
264 "AMD Ryzen 5 PRO 6650U" "Rembrandt-U PRO (Zen 3+)" 3MB + 16MB 28 2900 ‑ 4500 6/12 42.7 232.5n4 1459.5n4 1463n4 8854n4 9.84n4 397n5 5228.5n4 37856.5n4 1452.5n4 6488.5n4 233.5n4
265* "AMD Ryzen 5 7535U" "Rembrandt R" 3MB + 16MB 28 2900 ‑ 4550 6/12            
266 "AMD Ryzen 5 6600U" "Rembrandt-U (Zen 3+)" 3MB + 16MB 28 2900 ‑ 4500 6/12 44.7 233n2 1493n2 1456.5n2 9159.5n2 11.7 415 5486 44320 1483n3 7529n3 274
267* "Intel Core i3-1220P" "Alder Lake-P" 9.5MB + 12MB 28 1100 ‑ 4400 10/12            
Pos Model Codename "L2 Cache + L3 Cache" "TDP Watt" "MHz - Turbo" "Cores / Threads" "Perf. Rating" "Cinebench R15 CPU Single 64Bit" "Cinebench R15 CPU Multi 64Bit" "Cinebench R23 Single Core" "Cinebench R23 Multi Core" x265 Blender(-) "7-Zip Single" 7-Zip "Geekbench 5.5 Single-Core" "Geekbench 5.5 Multi-Core" "WebXPRT 3"
268 "Intel Core i5-1245U" "Alder Lake-U" 9.5MB + 12MB 15 1200 ‑ 4400 10/12 45.4 242 1311 1690 8199 9.47 388 5097 35918 1675 9065 271
269* "Intel Core i5-1335U" "Raptor Lake-U" 9.5MB + 12MB 15 900 ‑ 4600 10/12 44.9 237n8 1499.5n8 1684.5n8 8349n8 9.32n8 409n8 5160n8 34310.5n8 1672.5n8 7866.5n8 260n7
270* "Intel Core i5-1334U" "Raptor Lake-U" 9.5MB + 12MB 15 900 ‑ 4600 10/12            
271 "Intel Core i7-1185G7" "Tiger Lake-UP3" 5MB + 12MB 28 3000 ‑ 4800 4/8 40.7 217n27 866n32 1455.5n24 5383.5n24 6.64n27 578.5n28 5153n27 23471n27 1529n21 5550n21 253n27
273 "Intel Core i7-8850H" "Coffee Lake-H" 1.5MB + 9MB 45 2600 ‑ 4300 6/12 35.8 181.5n10 1090n15 1096 5742 7.61n3 490.1n3 4689n3 30851n3 1121 4908 194
274 "Intel Core i5-8600K" "Coffee Lake-S" 1.5MB + 9MB 95 3600 ‑ 4300 6/6 ~30.418% 181n2 989.5n2         
276 "Intel Core i5-8500" "Coffee Lake-S" 1.5MB + 9MB 65 3000 ‑ 4100 6/6 ~39.255% 172 950   7.86 494.8 4513 23200   
277 "Intel Core i7-8750H" "Coffee Lake-H" 1.5MB + 9MB 45 2200 ‑ 4100 6/12 ~37.882% 173n86 1116n93   7.8n5 469.25n6 4629n5 31144n5 1050 4820 213
278 "AMD Ryzen 7 4700U" "Renoir-U (Zen 2)" 4MB + 8MB 15 2000 ‑ 4100 8/8 36.5 180n11 1094.5n12 1220.5n2 7378n3 8.43n8 477.5n8 4361.5n8 30954n8 1131n8 5656n8 203n8
279 "AMD Ryzen 5 7530U" "Barcelo-U Refresh" 3MB + 16MB 15 2000 ‑ 4500 6/12 43.5 230.5n8 1457.5n8 1443n8 8418.5n8 10.7n7 362n7 5339n7 37983n7 1479n7 6390n7 264n6
280 "AMD Ryzen 5 PRO 7530U" "Barcelo-U Refresh" 3MB + 16MB 15 2000 ‑ 4500 6/12            
281* "Apple A17 Pro" "Coll APL1V02"   2110 ‑ 3780 6/6 ~54.227%         2138 5305 302.5n2
282 "Intel Core i7-1165G7" "Tiger Lake-UP3" 5MB + 12MB 28 2800 ‑ 4700 4/8 40.7 218n77 850n85 1457.5n58 5216n63 6.45n79 587n79 5217n79 23460n79 1532.5n76 5174.5n76 253n72
283 "Intel Core i5-1155G7" "Tiger Lake-UP3" 5MB + 8MB 28 2500 ‑ 4500 4/8 40.1 211n3 890n3 1419n3 5612n3 7.49n3 540n3 4941n3 24992n3 1473n3 5761n3 244n3
284 "Intel Core i7-10810U" "Comet Lake-U" 1MB + 12MB 15 1100 ‑ 4900 6/12 34.9 182n5 754n4 1118.5n2 4310.5n2 5.2n5 694n5 4498n5 21925n5 1226n5 3934n5 206n5
285 "Intel Core i7-10710U" "Comet Lake-U" 1MB + 12MB 15 1100 ‑ 4700 6/12 34.8 176n8 1059n8 863 4079 5.81n4 618n4 4642n4 24493n4 1227n2 5207n2 219
287 "AMD Ryzen 7 1700" Zen 4MB + 16MB 65 3000 ‑ 3700 8/16 ~26.618% 147n3 1414n4         
288 "AMD Ryzen 5 2600X" Zen+ 4MB + 16MB 95 3600 ‑ 4200 6/12 ~37.682% 163 1341   8.3 351.95n2 4293 33222 1144.5n2 6094n2 186
289 "Intel Core i5-8400" "Coffee Lake-S" 1.5MB + 9MB 65 2800 ‑ 4000 6/6 ~51.227% 169.5n2 941n3    488     
290 "Intel Core i5-1235U" "Alder Lake-U" 9.5MB + 12MB 15 900 ‑ 4400 10/12 42.7 214n7 1086n7 1610n7 5902n7 9.18n7 448n7 5083n7 31892n7 1572n9 6220n9 261n10
Pos Model Codename "L2 Cache + L3 Cache" "TDP Watt" "MHz - Turbo" "Cores / Threads" "Perf. Rating" "Cinebench R15 CPU Single 64Bit" "Cinebench R15 CPU Multi 64Bit" "Cinebench R23 Single Core" "Cinebench R23 Multi Core" x265 Blender(-) "7-Zip Single" 7-Zip "Geekbench 5.5 Single-Core" "Geekbench 5.5 Multi-Core" "WebXPRT 3"
291 "AMD Ryzen 5 5625U" "Barcelo-U (Zen 3)" 3MB + 16MB 15 2300 ‑ 4300 6/12 42.5 223n7 1447n7 1379n7 8290n7 10.3n7 365n7 5246n7 37708n7 1417n7 5947n7 260n5
292* "AMD Ryzen 5 5625C" "Barcelo (Zen 3)" 3MB + 16MB 25 2300 ‑ 4300 6/12            
293 "AMD Ryzen 5 5600U" "Cezanne-U (Zen 3)" 3MB + 16MB 25 2300 ‑ 4200 6/12 42 223n6 1321n6 1371n5 7792.5n6 9.84n6 412.5n6 5204.5n6 37815.5n6 1391n5 5773n5 255.5n6
294 "AMD Ryzen 5 PRO 5675U" "Barcelo-U PRO (Zen 3)" 3MB + 16MB 15 2300 ‑ 4300 6/12 41.1 215.5n2 1326n2 1387.5n2 7866.5n2 9.45n2 390.5n2 5093.5n2 35208.5n2 1363.5n2 5227n2 241n2
295 "AMD Ryzen 5 PRO 5650U" "Cezanne-U PRO (Zen 3)" 3MB + 16MB 15 2300 ‑ 4200 6/12 40.7 218n3 1207n3 1363n3 6429n3 8.39n3 443.1n3 5031n3 35235n3 1353n3 5736n3 246n6
296 "AMD Ryzen 5 5560U" "Cezanne-U (Zen 3)" 3MB + 16MB 25 2300 ‑ 4000 6/12 40.1 202 1280 1260 7667 10 392 4740 38281 1318 5955 250
297 "Intel Core i7-1260U" "Alder Lake-U" 9.5MB + 12MB 9 800 ‑ 4700 10/12 41.9 222 1117 1538 7444 8.54 431 4746 32008 1560 7072 236
298 "Intel Core i7-1250U" "Alder Lake-U" 9.5MB + 12MB 9 800 ‑ 4700 10/12 43 226n2 1222n3 1567.5n2 7402n2 8.55n2 454.5n2 4780n2 31380n2 1627n2 7019.5n2 268.5n2
299 "AMD Ryzen 5 4680U" "Renoir-U (Zen 2)" 3MB + 8MB 15 2200 ‑ 4000 6/12 35.5 170 1291 1163 7073 7.66 458 4077 32745 1078 5785 198
300 "AMD Ryzen 5 2600" "Pinnacle Riege (Zen+)" 3MB + 16MB 65 3400 ‑ 3900 6/12 ~36.482% 157.3n3 1248n3   7.81n2 374.95n2 4020 30898 1118.5n2 6069.5n2 179
301 "Intel Core i5-11400T" "Rocket Lake" 3MB + 12MB 35 1300 ‑ 3700 6/12 32.6 153 642 972 3891 5.24 704 4157 19699 1146 3510 208
302 "AMD Ryzen 5 5500U" "Lucienne-U (Zen 2)" 3MB + 8MB 25 2100 ‑ 4000 6/12 36.4 177n16 1247n18 1172n17 7186n18 8.48n18 416.5n18 4324n18 33768n17 1108n18 5438.5n18 206n11
303 "AMD Ryzen 5 4600U" "Renoir-U (Zen 2)" 3MB + 8MB 15 2100 ‑ 4000 6/12 ~37.982% 175.5n2 1089n2   8.8 402 4247 34854 1105 5591 199
304 "AMD Ryzen 5 PRO 4650U" "Renoir-U PRO (Zen 2)" 3MB + 8MB 15 2100 ‑ 4000 6/12 ~36.982% 175n4 1161n4   7.9n4 428.5n4 4223n4 31980n4 1071n4 4648.5n4 186n3
305 "Qualcomm Snapdragon 8 Gen 3" "Cortex-X4 / A720 / A720 / A520 (Kryo)" + 8MB  2300 ‑ 3300 8/8 ~64.69%           310
306 "Intel Core i5-11320H" "Tiger Lake-H35" 5MB + 8MB 35 3200 ‑ 4500 4/8 40.8 214n4 905.5n4 1460.5n4 5852n4 7.57n4 528.5n4 5025n4 24760n4 1505n4 5308n4 260.5n4
307 "Intel Core i5-11300H" "Tiger Lake-H35" 5MB + 8MB 35 3100 ‑ 4400 4/8 38.8 187n8 961n11 1378n11 5702n10 7.32n10 530n10 4930.5n10 24688.5n10 1415n10 4749n10 238n11
308 "Intel Core i5-1240U" "Alder Lake-U" 9.5MB + 12MB 9 800 ‑ 4400 10/12 42.7 226 1242 1559 7902 9.13 407 4446 31097 1596 7066 266
309 "Intel Core i5-1230U" "Alder Lake-U" 9.5MB + 12MB 9 700 ‑ 4400 10/12 37.2 186.8n3 514n3 1310n3 4402n3 5.96n2 754n2 3969n3 20092n3 1529n3 6755n3 233.5n2
310* "Intel Core i3-1315U" "Raptor Lake-U" 5MB + 10MB 15 900 ‑ 4500 6/8            
Pos Model Codename "L2 Cache + L3 Cache" "TDP Watt" "MHz - Turbo" "Cores / Threads" "Perf. Rating" "Cinebench R15 CPU Single 64Bit" "Cinebench R15 CPU Multi 64Bit" "Cinebench R23 Single Core" "Cinebench R23 Multi Core" x265 Blender(-) "7-Zip Single" 7-Zip "Geekbench 5.5 Single-Core" "Geekbench 5.5 Multi-Core" "WebXPRT 3"
311 "Intel Core i3-1215U" "Alder Lake-U" 5MB + 10MB 15 900 ‑ 4400 6/8 41.5 217.5n2 809n2 1511.5n2 5181.5n2 5.32n2 664.5n2 5031.5n2 22883n2 1539n2 5258.5n2 312n2
312* "Intel Core i5-10400H" "Comet Lake-H" 1MB + 8MB 45 2600 ‑ 4600 4/8 ~37.573% 192 796   6.14 565 4766 23136 1245 4332 
313 "Intel Core i3-10320" "Comet Lake-S" 1MB + 7.9MB 65 3800 ‑ 4600 4/8 37.2 188 949 1185 5986 8.16 469 4899 25864 1217 4846 224
316 "Intel Core i5-1145G7" "Tiger Lake-UP3" 5MB + 8MB 28 2600 ‑ 4400 4/8 38.6 202.5n2 791.5n2 1374.5n2 4880n2 6.03n2 641n2 4802n2 21844n2 1428.5n2 5261n2 238.5n2
320 "Intel Core i5-1135G7" "Tiger Lake-UP3" 5MB + 8MB 28 2400 ‑ 4200 4/8 37.8 198n61 822n65 1345n53 4894n55 5.97n57 649.5n60 4723.5n62 21892.5n62 1384n58 4688n58 226.5n52
321* "AMD Ryzen 3 8440U" "Hawk Point-U (Zen 4 + Zen 4c)" 4MB + 8MB 28 3000 ‑ 4700 4/8            
322* "AMD Ryzen 3 7440U" "Phoenix-U (Zen 4 + Zen 4c)" 4MB + 8MB 28 3000 ‑ 4700 4/8            
323 "Intel Core i5-10300H" "Comet Lake-H" 1MB + 8MB 45 2500 ‑ 4500 4/8 36.2 186n17 892n17 1121n2 4863.5n2 7.27n13 514n13 4903n13 24259n13 1205n15 4399n15 210.5n12
324 "AMD Ryzen 5 4500U" "Renoir-U (Zen 2)" 3MB + 8MB 15 2300 ‑ 4000 6/6 34.7 174n13 892n18 1152 5920 6.93n10 584n11 4288n11 24101n11 1097n10 4632n10 197n8
325 "Intel Core i7-8809G" "Kaby Lake-G" 1MB + 8MB 100 3100 ‑ 4200 4/8 ~3855% 179n2 865n2   7.1 537 4101 19347   
327 "Intel Core i5-8500T" "Coffee Lake-S" 1.5MB + 9MB 35 2100 ‑ 3500 6/6 ~3936% 145 843   6.3 561     
328 "Intel Core i5-9400H" "Coffee Lake-H" 1MB + 8MB 45 2500 ‑ 4300 4/8 ~5.29%  823         
329 "AMD Ryzen 5 1600" Zen 3MB + 16MB 65 3200 ‑ 3600 6/12 32.4 147n5 1129n5 915 6468 7.21n2 404.1n2 3834n2 30143.5n2 950n2 5424.5n2 180
330 "AMD Ryzen 3 3300X" "Matisse (Zen 2)" 2MB + 16MB 65 3800 ‑ 4300 4/8 ~41.282% 195 1071   8.28 449.4 5329 30353 1296 5311 233
331 "Intel Core i5-10200H" "Comet Lake-H" 1MB + 8MB 45 2400 ‑ 4100 4/8 34 171.6 842 1089 5372 6.48 515 4497 21148 1094n2 3845n2 187.3
335* "Intel Core i5-1038NG7" "Ice Lake-U" 2MB + 6MB 28 2000 ‑ 3800 4/8 ~36.282% 169 768   5.99 4.2 4161 19485 1265 4564 180
336 "Intel Core i7-8709G" "Kaby Lake-G" 1MB + 8MB 100 3100 ‑ 4100 4/8 ~26.318% 158 791         
337 "Intel Core i7-8706G" "Kaby Lake-G" 1MB + 8MB 65 3100 ‑ 4100 4/8 ~40.936% 172 781   6.35 624     
338 "Intel Core i7-8705G" "Kaby Lake-G" 1MB + 8MB 65 3100 ‑ 4100 4/8 ~27.336% 174n3 746n3       1059 4047 
339* "Intel Core i7-1068G7" "Ice Lake U" 2MB + 8MB 28 2300 ‑ 4100 4/8 ~28.718%         1173 4449 
Pos Model Codename "L2 Cache + L3 Cache" "TDP Watt" "MHz - Turbo" "Cores / Threads" "Perf. Rating" "Cinebench R15 CPU Single 64Bit" "Cinebench R15 CPU Multi 64Bit" "Cinebench R23 Single Core" "Cinebench R23 Multi Core" x265 Blender(-) "7-Zip Single" 7-Zip "Geekbench 5.5 Single-Core" "Geekbench 5.5 Multi-Core" "WebXPRT 3"
341 "Intel Core i5-9300HF" "Coffee Lake-H" 1MB + 8MB 45 2400 ‑ 4100 4/8 ~26.918%         1090 4370 
342 "Intel Core i5-9300H" "Coffee Lake-H" 1MB + 8MB 45 2400 ‑ 4100 4/8 ~39.664% 172n11 790n11   6n3 602n3 4609n3 22133n3   222
344 "Intel Core i5-8400H" "Coffee Lake-H" 1MB + 8MB 45 2500 ‑ 4200 4/8 34.7 170.4n2 761.5n2 1128 4657 6.49 596 4553 22023 1127 4352 209
347 "Intel Core i7-8559U" "Coffee Lake-U" 1MB + 8MB 28 2700 ‑ 4500 4/8 ~35.673% 188 798   5.71n2 666n2 5498.5n2 26301.5n2 723 3660 
352 "Intel Core i5-8300H" "Coffee Lake-H" 1MB + 8MB 45 2300 ‑ 4000 4/8 ~2636% 170n17 812n17       990 3270 
354 "AMD Ryzen 5 1500X" Zen 2MB + 16MB 65 3500 ‑ 3700 4/8 31.2 154n3 805n3 947n2 4597n2 5.11n2 586n2 3865n3 21842n3 918.5n2 4603.5n2 177.5n2
355 "Intel Core i7-1180G7" "Tiger Lake-UP4" 5MB + 12MB 15 2200 ‑ 4600 4/8 37.9 188 549 1280 3434 4.7 844 5108 19703 1525 5304 242
356 "Intel Core i5-9400F" "Coffee Lake-R" 1.5MB + 9MB 65 2900 ‑ 4100 6/6 ~38.282% 173 984   9.07 468.5 4678 25639 1139 5715 211
357 "AMD Ryzen 3 3100" "Matisse (Zen 2)" 2MB + 16MB 65 3600 ‑ 3900 4/8 ~37.982% 178 991   7.58 486.4 4602 27541 1135 5005 209
358* "AMD Ryzen 3 PRO 4450U" "Renoir PRO (Zen 2)" 2MB + 4MB 15 2500 ‑ 3700 4/8 ~25.118%         1033 3657 
359 "Intel Core i3-10100" "Comet Lake-S" 1MB + 6MB 65 3600 ‑ 4300 4/8 ~38.282% 181 895   7.74n2 493.65n2 4853n2 24355.5n2 1187.5n2 4758n2 207.5n2
360* "Intel Core i3-10100F" "Comet Lake" 1MB + 6MB 65 3600 ‑ 4300 4/8 ~25.918%         1072 3650 
361 "Intel Core i3-9100F" "Coffee Lake-R" 1MB + 6MB 65 3600 ‑ 4200 4/4 ~36.282% 171 634   6.12 687 4682 17150 1152 4074 204
373 "AMD Ryzen 5 2400G" Zen 2MB + 4MB 65 3600 ‑ 3900 4/8 ~33.382% 155.65n4 846.5n4   5.09n3 550.5n2 3909n3 19885n3 1001n5 3885n5 170n3
375 "Intel Core i5-8305G" "Kaby Lake-G" 1MB + 6MB 65 2800 ‑ 3800 4/8 ~25.918% 157 710         
377* "Intel Core i7-8557U" "Coffee Lake-U" 1MB + 8MB 28 1700 ‑ 4500 4/8 ~26.518%         1079 4119 
381* "Intel Core i5-8269U" "Coffee Lake-U" 1MB + 6MB 28 2600 ‑ 4200 4/8            
382* "Intel Core i5-8279U" "Coffee Lake-U" 1MB + 6MB 28 2400 ‑ 4100 4/8 ~37.655% 167.5n2 750n2   6 627 4276 22683   
398 "Intel Core i7-1160G7" "Tiger Lake-UP4" 5MB + 12MB 15 2100 ‑ 4400 4/8 36.9 200.5n4 816n4 1266n3 3896n4 4.05n4 910.5n4 4596n3 17006n4 1437n4 4917n4 231.5n4
399 "Intel Core i7-1065G7" "Ice Lake-U" 2MB + 8MB 15 1300 ‑ 3900 4/8 34.4 178.1n35 662.5n36 1131n2 3437n3 4.48n22 836n23 4393n24 17254.5n24 1316n18 4406.5n18 201.5n18
Pos Model Codename "L2 Cache + L3 Cache" "TDP Watt" "MHz - Turbo" "Cores / Threads" "Perf. Rating" "Cinebench R15 CPU Single 64Bit" "Cinebench R15 CPU Multi 64Bit" "Cinebench R23 Single Core" "Cinebench R23 Multi Core" x265 Blender(-) "7-Zip Single" 7-Zip "Geekbench 5.5 Single-Core" "Geekbench 5.5 Multi-Core" "WebXPRT 3"
400* "Apple A16 Bionic" Crete 20MB + 24MB  2020 ‑ 3460 6/6 ~49.727%         1883n4 5433n4 287.5n4
401* "Apple A15 Bionic"  16MB + 32MB  2020 ‑ 3230 6/6 ~44.627%         1734n9 4788n9 250n8
402 "Qualcomm Snapdragon 8 Gen 2 for Galaxy" "Cortex-X3 / A715 / A710 / A510 (Kryo)" + 8MB  2000 ‑ 3360 8/8 ~40.927%         1556n7 4989n7 231n3
403 "Qualcomm Snapdragon 8 Gen 2" "Cortex-X3 / A715 / A710 / A510 (Kryo)" + 8MB  2000 ‑ 3200 8/8 ~38.627%         1493n15 5005n15 211n9
404 "AMD Ryzen 7 3780U" "Picasso-U (Zen+)" 2MB + 4MB 15 2300 ‑ 4000 4/8 ~2536% 166 788       940 3050 
405 "AMD Ryzen 5 1400" Zen 2MB + 8MB 65 3200 ‑ 3400 4/8 ~27.891% 133.75n2 688n3 832 3985 4.41 682 3370 19219 831n2 3037.5n2 
406* "Intel Core i5-8259U" "Coffee Lake-U" 1MB + 6MB 28 2300 ‑ 3800 4/8 30.9 148.65n6 615n7 976.5n4 3728n5 5.36n6 729.5n6 3975.5n6 19104.5n6 951n3 3607n3 176n5
407* "Intel Core i5-8257U" "Coffee Lake-U" 1MB + 6MB 15 1400 ‑ 3900 4/8 32.1 157.65n2 633.5n2 1003 4033 5.28 714 4083 19620 948 3858 210
409 "Intel Core i7-10610U" "Comet Lake-U" 1MB + 8MB 15 1800 ‑ 4900 4/8 35 178n6 604.5n6 1207n2 4048.5n2 4.57n6 791n6 4666.5n6 18717.5n6 1243.5n6 4123.5n6 211n6
410 "Intel Core i7-10510U" "Comet Lake-U" 1MB + 8MB 15 1800 ‑ 4900 4/8 34.7 182n42 678n45 1152n3 3734n3 4.6n31 797n31 4678n31 17318n31 1212n31 3663n31 210n26
415 "AMD Ryzen 3 1300X" Zen 2MB + 8MB 65 3500 ‑ 3700 4/4 30.1 152 558 947 3486 4.13 870 3772 13712 920 5210 171
416 "Intel Core i5-1035G7" "Ice Lake-U" 2MB + 6MB 15 1200 ‑ 3700 4/8 ~34.682% 170n3 712n3   4.67n2 794n3 4205n3 18342n3 1163 2713 186
417 "Intel Core i5-1035G4" "Ice Lake-U" 2MB + 6MB 15 1100 ‑ 3700 4/8 32.6 169n5 602.5n6 1119 3800 3.97n6 958n6 4086.5n6 13057n6 1235n5 3986n5 176n5
418 "AMD Ryzen 7 3750H" "Picasso (Zen+)" 2MB + 4MB 35 2300 ‑ 4000 4/8 29.6 144n7 734n7 971 3897 4.35n3 633n3 3659n3 18689n3 874 3537 153
419* "Qualcomm Snapdragon 8cx Gen 3" "Cortex-X1 / A78" 6MB + 8MB 7 2400 ‑ 2995 8/8 29.4 119.05n2 748.5n2 598n3 3567n3 2.52n3 1080n3 3915n3 23989n3 1588n2 5989.5n2 90.45n2
420 "AMD Ryzen 7 3700U" "Picasso-U (Zen+)" 2MB + 4MB 15 2300 ‑ 4000 4/8 ~32.864% 139n7 672n7   3.3n4 703n3 3492.5n4 15386.5n4   154n2
421* "AMD Ryzen 7 PRO 3700U" Zen+ 2MB + 4MB 15 2300 ‑ 4000 4/8 ~30.473% 149 658   3.6 785 3680 16735 808 3018 
422* "AMD Ryzen 3 7335U" "Rembrandt R" 2MB + 8MB 28 3000 ‑ 4300 4/8            
423 "Intel Core i5-10310U" "Comet Lake-U" 1MB + 6MB 15 1700 ‑ 4400 4/8 32.6 170n5 546n5 1051 3094 4.09n5 864n5 4274n5 16475n5 1122n6 3717.5n6 195n7
424 "Intel Core i5-1035G1" "Ice Lake-U" 2MB + 6MB 15 1000 ‑ 3600 4/8 32.4 167.5n8 606n11 1016 4027 4.2n8 863n9 4159n8 15156n8 1219n7 3858n7 178n5
Pos Model Codename "L2 Cache + L3 Cache" "TDP Watt" "MHz - Turbo" "Cores / Threads" "Perf. Rating" "Cinebench R15 CPU Single 64Bit" "Cinebench R15 CPU Multi 64Bit" "Cinebench R23 Single Core" "Cinebench R23 Multi Core" x265 Blender(-) "7-Zip Single" 7-Zip "Geekbench 5.5 Single-Core" "Geekbench 5.5 Multi-Core" "WebXPRT 3"
425 "Intel Core i7-8665U" "Whiskey Lake-U" 1MB + 8MB 15 1900 ‑ 4800 4/8 ~32.191% 180n7 670n7 988 2729 4.5n5 754.5n4 4705.5n4 18298n5 1039 2671 
426 "Intel Core i7-8650U" "Kaby Lake Refresh" 1MB + 8MB 15 1900 ‑ 4200 4/8 ~3427% 169n17 605n19         227
427 "Intel Core i5-10210U" "Comet Lake-U" 1MB + 6MB 15 1600 ‑ 4200 4/8 32.4 166n35 616n35 1062n3 3794n3 4.31n24 829n24 4261n24 16742n24 1079n27 3689n27 191n21
438 "Intel Core i7-8565U" "Whiskey Lake-U" 1MB + 8MB 15 1800 ‑ 4600 4/8 ~35.782% 173n51 608.5n52   4.71n22 806.5n22 4737n23 18860n23 1135.5n2 3073.5n2 202n5
443* "Intel Core i7-1060NG7" "Ice Lake Y" 2MB + 8MB 10 1200 ‑ 3800 4/8 ~2718%         1153 2940 
444* "Intel Core i7-1060G7" "Ice Lake Y" 2MB + 8MB 9 1000 ‑ 3800 4/8 ~26.718%         1167 2322 
445* "Intel Core i5-1034G1" "Ice Lake U" 2MB + 6MB 15 800 ‑ 3600 4/8            
446* "Intel Core i5-8365U" "Whiskey Lake-U" 1MB + 6MB 15 1600 ‑ 4100 4/8 ~36.355% 166n4 579n4   4.49n3 825n3 4346n3 17293n3   
447* "AMD Ryzen 3 7330U" "Barcelo (Zen 3)" 2MB + 8MB 15 2300 ‑ 4300 4/8            
448 "AMD Ryzen 5 7520U" "Mendocino-U (Zen 2)" 2MB + 4MB 15 2800 ‑ 4300 4/8 33.9 168.8 834 1171 5149 6.3 588 4167 24219 1066 3821 191.3
449* "AMD Ryzen 5 7520C" "Mendocino (Zen 2)" 2MB + 4MB 15 2800 ‑ 4300 4/8            
450* "AMD Ryzen 3 7320U" "Mendocino-U (Zen 2)" 2MB + 4MB 15 2400 ‑ 4100 4/8            
451* "AMD Ryzen 3 7320C" "Mendocino (Zen 2)" 2MB + 4MB 15 2400 ‑ 4100 4/8            
459* "AMD Ryzen 3 5425U" "Barcelo-U (Zen 3)" 2MB + 8MB 15 2700 ‑ 4100 4/8            
460* "AMD Ryzen 3 5425C" "Barcelo (Zen 3)" 2MB + 8MB 25 2700 ‑ 4100 4/8            
461* "AMD Ryzen 3 5400U" "Cezanne-U (Zen 3)" 2MB + 8MB 25 2600 ‑ 4000 4/8 ~27.518%         1170 3095 
